filing_date,cik,company_name,form_type,filing_date,accession,ticker
2021-03-17,1739423,BANK 2018-BNK12,10-K,2021-03-17,0001056404-21-002831,
2021-03-30,1739426,Osmotica Pharmaceuticals plc,10-K,2021-03-30,0001558370-21-003726,osmt
2021-02-25,1739445,"Arcosa, Inc.",10-K,2021-02-25,0001739445-21-000017,aca
2021-03-18,1739566,"Utz Brands, Inc.",10-K,2021-03-18,0001739566-21-000030,utz
2021-03-12,1739614,"Inhibrx, Inc.",10-K,2021-03-12,0001739614-21-000047,inbx
2021-02-18,1739936,SVMK Inc.,10-K,2021-02-18,0001564590-21-006682,svmk
2021-02-25,1739940,Cigna Corp,10-K,2021-02-25,0001739940-21-000007,ci
2021-03-01,1739942,SolarWinds Corp,10-K,2021-03-01,0001739942-21-000043,swi
2021-03-15,1740040,UBS Commercial Mortgage Trust 2018-C11,10-K,2021-03-15,0001056404-21-002673,
2021-02-25,1740332,"RESIDEO TECHNOLOGIES, INC.",10-K,2021-02-25,0001564590-21-008469,rezi
2021-03-31,1740450,CITIGROUP COMMERCIAL MORTGAGE TRUST 2018-C5,10-K,2021-03-31,0001564590-21-016809,
2021-03-16,1740849,Benchmark 2018-B4 Mortgage Trust,10-K,2021-03-16,0001056404-21-002714,
2021-03-19,1741231,"Tattooed Chef, Inc.",10-K,2021-03-19,0001213900-21-016721,ttcf
2021-03-22,1741276,California Republic Auto Receivables Trust 2018-1,10-K,2021-03-22,0001193125-21-089454,
2021-03-15,1741690,Wells Fargo Commercial Mortgage Trust 2018-C45,10-K,2021-03-15,0001056404-21-002613,
2021-03-23,1741830,"Kronos Bio, Inc.",10-K,2021-03-23,0001741830-21-000018,kron
2021-03-23,1741908,GM Financial Consumer Automobile Receivables Trust 2018-3,10-K,2021-03-23,0001213900-21-017153,
2021-03-26,1742089,"CBM BANCORP, INC.",10-K,2021-03-26,0001193125-21-095914,cbmb
2021-03-10,1742313,Monroe Capital Income Plus Corp,10-K,2021-03-10,0001104659-21-034518,
2021-03-11,1742373,GS Mortgage Securities Trust 2018-GS10,10-K,2021-03-11,0001056404-21-002464,
2021-03-26,1742379,Ally Auto Receivables Trust 2018-3,10-K,2021-03-26,0001742379-21-000021,
2021-03-30,1742383,Morgan Stanley Capital I Trust 2018-H3,10-K,2021-03-30,0001056404-21-003461,
2021-03-31,1742444,Santander Drive Auto Receivables Trust 2018-3,10-K,2021-03-31,0001193125-21-101205,
2021-02-26,1742924,Livent Corp.,10-K,2021-02-26,0001742924-21-000016,lthm
2021-03-22,1742927,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",10-K,2021-03-22,0001437749-21-006681,rvphw
2021-02-24,1743415,SCP Private Credit Income BDC LLC,10-K,2021-02-24,0001193125-21-054703,
2021-01-22,1743587,John Deere Owner Trust 2018-B,10-K,2021-01-22,0001104659-21-006480,
2021-03-05,1743725,"GRID DYNAMICS HOLDINGS, INC.",10-K,2021-03-05,0001213900-21-013771,gdynw
2021-03-31,1743745,"Greenlane Holdings, Inc.",10-K,2021-03-31,0001743745-21-000018,gnln
2021-03-11,1743759,"Corsair Gaming, Inc.",10-K,2021-03-11,0001564590-21-012507,crsr
2021-02-25,1743881,"BridgeBio Pharma, Inc.",10-K,2021-02-25,0001564590-21-008969,bbio
2021-03-26,1744034,WORLD OMNI AUTO RECEIVABLES TRUST 2018-C,10-K,2021-03-26,0001104659-21-042318,
2021-03-26,1744494,"ADVENT TECHNOLOGIES HOLDINGS, INC.",10-K,2021-03-26,0001140361-21-010321,adnww
2021-03-16,1744659,"Akero Therapeutics, Inc.",10-K,2021-03-16,0001558370-21-003043,akro
2021-03-15,1744707,BANK 2018-BNK13,10-K,2021-03-15,0001056404-21-002652,
2021-03-17,1744982,UBS Commercial Mortgage Trust 2018-C12,10-K,2021-03-17,0001056404-21-002862,
2021-03-31,1745032,"Lodging Fund REIT III, Inc.",10-K,2021-03-31,0001558370-21-003829,
2021-02-22,1745041,"IAA, Inc.",10-K,2021-02-22,0001745041-21-000004,iaa
2021-03-31,1745187,Drive Auto Receivables Trust 2018-3,10-K,2021-03-31,0001193125-21-101188,
2021-03-23,1745314,AmeriCredit Automobile Receivables Trust 2018-2,10-K,2021-03-23,0001213900-21-017177,
2021-03-17,1745317,"Velodyne Lidar, Inc.",10-K,2021-03-17,0001628280-21-004964,vldrw
2021-03-12,1745511,CSAIL 2018-CX12 Commercial Mortgage Trust,10-K,2021-03-12,0001056404-21-002526,
2021-03-12,1745529,Benchmark 2018-B5 Mortgage Trust,10-K,2021-03-12,0001056404-21-002546,
2021-03-24,1745763,Toyota Auto Receivables 2018-C Owner Trust,10-K,2021-03-24,0000929638-21-000488,
2021-02-25,1745797,"Brigham Minerals, Inc.",10-K,2021-02-25,0001745797-21-000020,mnrl
2021-02-25,1745916,"PennyMac Financial Services, Inc.",10-K,2021-02-25,0001558370-21-001742,pfsi
2021-03-15,1745999,Beam Therapeutics Inc.,10-K,2021-03-15,0001564590-21-013190,beam
2021-03-12,1746109,Bank First Corp,10-K,2021-03-12,0001104659-21-035648,bfc
2021-03-25,1746129,Bank7 Corp.,10-K,2021-03-25,0001140361-21-009987,bsvn
2021-03-31,1746278,LOVARRA,10-K,2021-03-31,0001746278-21-000016,lova
2021-03-15,1746406,CD 2018-CD7 Mortgage Trust,10-K,2021-03-15,0001056404-21-002626,
2021-03-24,1746466,"Equillium, Inc.",10-K,2021-03-24,0001564590-21-015103,eq
2021-03-16,1746473,"PLIANT THERAPEUTICS, INC.",10-K,2021-03-16,0001564590-21-013589,plrx
2021-02-25,1746618,"Revolve Group, Inc.",10-K,2021-02-25,0001564590-21-008799,rvlv
2021-02-23,1747009,Equitrans Midstream Corp,10-K,2021-02-23,0001747009-21-000006,etrn
2021-03-15,1747068,"MetroCity Bankshares, Inc.",10-K,2021-03-15,0001747068-21-000019,mcbs
2021-03-10,1747079,Bally's Corp,10-K,2021-03-10,0001747079-21-000071,baly
2021-02-26,1747172,"Kayne Anderson BDC, Inc.",10-K,2021-02-26,0001193125-21-059867,
2021-03-09,1747748,Qualtrics International Inc.,10-K,2021-03-09,0001628280-21-004280,xm
2021-03-05,1747777,Owl Rock Technology Finance Corp.,10-K,2021-03-05,0001564590-21-011092,
2021-03-31,1748011,Santander Drive Auto Receivables Trust 2018-4,10-K,2021-03-31,0001193125-21-101186,
2021-02-25,1748773,RATTLER MIDSTREAM LP,10-K,2021-02-25,0001748773-21-000006,rtlr
2021-03-01,1748824,BrightSphere Investment Group Inc.,10-K,2021-03-01,0001748824-21-000012,bsa
2021-03-02,1748907,Orchard Therapeutics plc,10-K,2021-03-02,0001564590-21-010035,ortx
2021-03-15,1748940,Wells Fargo Commercial Mortgage Trust 2018-C46,10-K,2021-03-15,0001056404-21-002619,
2021-03-26,1749273,World Omni Automobile Lease Securitization Trust 2018-B,10-K,2021-03-26,0001104659-21-042266,
2021-03-17,1749360,UBS Commercial Mortgage Trust 2018-C13,10-K,2021-03-17,0001056404-21-002843,
2021-03-16,1749723,New Fortress Energy Inc.,10-K,2021-03-16,0001140361-21-008724,nfe
2021-03-30,1749973,BANK 2018-BNK14,10-K,2021-03-30,0001056404-21-003457,
2021-03-16,1750019,TCR2 THERAPEUTICS INC.,10-K,2021-03-16,0001564590-21-013563,tcrr
2021-03-31,1750149,"Inhibikase Therapeutics, Inc.",10-K,2021-03-31,0001564590-21-016996,ikt
2021-03-31,1750153,Canoo Inc.,10-K,2021-03-31,0001558370-21-003823,goevw
2021-03-17,1750284,"Olema Pharmaceuticals, Inc.",10-K,2021-03-17,0001558370-21-003141,olma
2021-02-16,1750384,"CareClix Holdings, Inc.",10-K,2021-02-16,0001065949-21-000038,soli
2021-03-31,1750588,Drive Auto Receivables Trust 2018-4,10-K,2021-03-31,0001193125-21-101194,
2021-03-26,1750707,CNH Equipment Trust 2018-B,10-K,2021-03-26,0001104659-21-042024,
2021-03-29,1750735,Meridian Corp,10-K,2021-03-29,0001558370-21-003625,mrbk
2021-02-01,1750777,"Hawkeye Systems, Inc.",10-K,2021-02-01,0001477932-21-000520,hwke
2021-03-23,1751012,GM Financial Consumer Automobile Receivables Trust 2018-4,10-K,2021-03-23,0001213900-21-017154,
2021-03-23,1751143,"ATLAS TECHNICAL CONSULTANTS, INC.",10-K,2021-03-23,0001213900-21-017073,atcx
2021-03-03,1751299,"Kaleido Biosciences, Inc.",10-K,2021-03-03,0001564590-21-010420,kldo
2021-03-31,1751692,"1895 Bancorp of Wisconsin, Inc.",10-K,2021-03-31,0001193125-21-101902,bcow
2021-03-31,1751743,Morgan Stanley Capital I Trust 2018-L1,10-K,2021-03-31,0001056404-21-003645,
2021-03-25,1751783,"Rhinebeck Bancorp, Inc.",10-K,2021-03-25,0001751783-21-000007,rbkb
2021-02-05,1751788,DOW INC.,10-K,2021-02-05,0001751788-21-000010,dow
2021-03-31,1751874,BENCHMARK 2018-B6 MORTGAGE TRUST,10-K,2021-03-31,0001564590-21-016811,
2021-03-24,1751960,Ford Credit Auto Lease Trust 2018-B,10-K,2021-03-24,0001751960-21-000018,
2021-03-25,1752036,California BanCorp,10-K,2021-03-25,0001193125-21-094619,calb
2021-03-12,1752363,DBGS 2018-C1 Mortgage Trust,10-K,2021-03-12,0001056404-21-002538,
2021-03-18,1752474,KLDiscovery Inc.,10-K,2021-03-18,0001564590-21-014159,kldiw
2021-03-26,1752578,World Omni Auto Receivables Trust 2018-D,10-K,2021-03-26,0001104659-21-042324,
2021-03-11,1752594,CSAIL 2018-C14 Commercial Mortgage Trust,10-K,2021-03-11,0001056404-21-002484,
2021-03-04,1752828,GX Acquisition Corp.,10-K,2021-03-04,0001213900-21-013228,gxgxw
2021-03-01,1752836,"COVETRUS, INC.",10-K,2021-03-01,0001752836-21-000041,cvet
2021-03-24,1753162,Fathom Holdings Inc.,10-K,2021-03-24,0001104659-21-041032,fthm
2021-03-12,1753233,Wells Fargo Commercial Mortgage Trust 2018-C47,10-K,2021-03-12,0001056404-21-002489,
2021-02-02,1753373,INKY INC.,10-K,2021-02-02,0001753373-21-000002,
2021-03-31,1753539,Osprey Technology Acquisition Corp.,10-K,2021-03-31,0001193125-21-100894,sftw-wt
2021-03-31,1753581,Santander Drive Auto Receivables Trust 2018-5,10-K,2021-03-31,0001193125-21-101210,
2021-03-16,1753706,"Whole Earth Brands, Inc.",10-K,2021-03-16,0001753706-21-000006,freew
2021-03-25,1753886,Stonemor Inc.,10-K,2021-03-25,0001564590-21-015568,ston
2021-02-12,1754068,"Allovir, Inc.",10-K,2021-02-12,0001564590-21-005652,alvr
2021-03-16,1754170,AerSale Corp,10-K,2021-03-16,0001104659-21-037098,aslew
2021-03-24,1754189,Toyota Auto Receivables 2018-D Owner Trust,10-K,2021-03-24,0000929638-21-000489,
2021-03-23,1754195,Trulieve Cannabis Corp.,10-K,2021-03-23,0001564590-21-014684,tcnnf
2021-03-30,1754377,VZOT 2018-A,10-K,2021-03-30,0000929638-21-000528,
2021-03-23,1754388,AmeriCredit Automobile Receivables Trust 2018-3,10-K,2021-03-23,0001213900-21-017178,
2021-03-22,1754784,Ford Credit Auto Owner Trust 2018-B,10-K,2021-03-22,0001754784-21-000015,
2021-03-15,1754820,"Desktop Metal, Inc.",10-K,2021-03-15,0001558370-21-002963,dm
2021-03-16,1754913,BBCMS Mortgage Trust 2018-C2,10-K,2021-03-16,0001056404-21-002723,
2021-02-25,1755237,"Cyclerion Therapeutics, Inc.",10-K,2021-02-25,0001564590-21-008434,cycn
2021-02-11,1755672,"Corteva, Inc.",10-K,2021-02-11,0001755672-21-000008,ctva
2021-03-11,1756262,"TransMedics Group, Inc.",10-K,2021-03-11,0001564590-21-012527,tmdx
2021-03-17,1756271,BANK 2018-BNK15,10-K,2021-03-17,0001056404-21-002845,
2021-03-30,1756401,Volkswagen Auto Loan Enhanced Trust 2018-2,10-K,2021-03-30,0001193125-21-098978,
2021-03-16,1756671,Hyundai Auto Receivables Trust 2018-B,10-K,2021-03-16,0001104659-21-037026,
2021-03-16,1757018,Benchmark 2018-B7 Mortgage Trust,10-K,2021-03-16,0001056404-21-002719,
2021-02-19,1757073,Envista Holdings Corp,10-K,2021-02-19,0001628280-21-002508,nvst
2021-03-31,1757404,Drive Auto Receivables Trust 2018-5,10-K,2021-03-31,0001193125-21-101193,
2021-03-16,1757715,"Mohawk Group Holdings, Inc.",10-K,2021-03-16,0001564590-21-013336,mwk
2021-03-31,1757925,CITIGROUP COMMERCIAL MORTGAGE TRUST 2018-C6,10-K,2021-03-31,0001564590-21-016813,
2021-03-15,1757928,Wells Fargo Commercial Mortgage Trust 2018-C48,10-K,2021-03-15,0001056404-21-002604,
2021-03-18,1758009,Quantum Computing Inc.,10-K,2021-03-18,0001213900-21-016296,qubt
2021-03-16,1758292,UBS Commercial Mortgage Trust 2018-C14,10-K,2021-03-16,0001056404-21-002734,
2021-03-10,1758488,ONESPAWORLD HOLDINGS Ltd,10-K,2021-03-10,0001564590-21-011948,oswwf
2021-02-25,1758730,Tradeweb Markets Inc.,10-K,2021-02-25,0001758730-21-000007,tw
2021-03-04,1758766,Star Peak Energy Transition Corp.,10-K,2021-03-04,0001104659-21-031725,stem-wt
2021-03-30,1758882,Morgan Stanley Capital I Trust 2018-H4,10-K,2021-03-30,0001056404-21-003456,
2021-03-12,1758901,Benchmark 2018-B8 Mortgage Trust,10-K,2021-03-12,0001056404-21-002542,
2021-03-15,1759008,"CarLotz, Inc.",10-K,2021-03-15,0001104659-21-036389,lotzw
2021-03-16,1759138,"Cabaletta Bio, Inc.",10-K,2021-03-16,0001564590-21-013329,caba
2021-03-31,1759186,Bull Horn Holdings Corp.,10-K,2021-03-31,0001213900-21-019200,bhsew
2021-03-09,1759425,"Mirum Pharmaceuticals, Inc.",10-K,2021-03-09,0001564590-21-011756,mirm
2021-03-01,1759509,"Lyft, Inc.",10-K,2021-03-01,0001759509-21-000011,lyft
2021-03-25,1759546,Lordstown Motors Corp.,10-K,2021-03-25,0001558370-21-003449,ride
2021-02-26,1759631,Hyliion Holdings Corp.,10-K,2021-02-26,0001213900-21-011788,hyln
2021-03-30,1759774,"Postal Realty Trust, Inc.",10-K,2021-03-30,0001213900-21-018605,pstl
2021-03-18,1759824,ALTA EQUIPMENT GROUP INC.,10-K,2021-03-18,0001564590-21-014150,altg-pa
2021-03-16,1760173,"SURGALIGN HOLDINGS, INC.",10-K,2021-03-16,0001564590-21-013644,srga
2021-03-23,1760283,GM Financial Consumer Automobile Receivables Trust 2019-1,10-K,2021-03-23,0001213900-21-017155,
2021-03-16,1760337,UBS Commercial Mortgage Trust 2018-C15,10-K,2021-03-16,0001056404-21-002795,
2021-03-30,1760439,HARVEST HEALTH & RECREATION INC.,10-K,2021-03-30,0001564590-21-016712,hrvsf
2021-03-18,1760542,HOOKIPA Pharma Inc.,10-K,2021-03-18,0001558370-21-003176,hook
2021-03-25,1760689,Tuscan Holdings Corp.,10-K,2021-03-25,0001213900-21-017601,thcbw
2021-03-01,1760717,SciPlay Corp,10-K,2021-03-01,0001760717-21-000008,scpl
2021-03-03,1760965,"Kontoor Brands, Inc.",10-K,2021-03-03,0001760965-21-000009,ktb
2021-03-09,1761312,"Palomar Holdings, Inc.",10-K,2021-03-09,0001558370-21-002643,plmr
2021-03-31,1761540,STRATUS CAPITAL CORP,10-K,2021-03-31,0001065949-21-000064,srus
2021-03-11,1761612,BICYCLE THERAPEUTICS plc,10-K,2021-03-11,0001558370-21-002758,bcyc
2021-03-16,1761940,Diamond S Shipping Inc.,10-K,2021-03-16,0001104659-21-037188,dssi
2021-03-24,1762228,Toyota Auto Receivables 2019-A Owner Trust,10-K,2021-03-24,0000929638-21-000490,
2021-02-12,1762239,"Kaival Brands Innovations Group, Inc.",10-K,2021-02-12,0001731122-21-000225,kavl
2021-03-26,1762287,World Omni Auto Receivables Trust 2019-A,10-K,2021-03-26,0001104659-21-042331,
2021-03-19,1762322,"SHIFT TECHNOLOGIES, INC.",10-K,2021-03-19,0001762322-21-000012,sft
2021-03-26,1762359,"Acreage Holdings, Inc.",10-K,2021-03-26,0001762359-21-000018,acrdf
2021-03-26,1762569,CNH Equipment Trust 2019-A,10-K,2021-03-26,0001104659-21-042023,
2021-03-15,1763001,Wells Fargo Commercial Mortgage Trust 2019-C49,10-K,2021-03-15,0001056404-21-002630,
2021-03-31,1763174,Drive Auto Receivables Trust 2019-1,10-K,2021-03-31,0001193125-21-101218,
2021-03-18,1763207,GS Mortgage Securities Trust 2019-GC38,10-K,2021-03-18,0001056404-21-002894,
2021-03-11,1763333,BANK 2019-BNK16,10-K,2021-03-11,0001056404-21-002468,
2021-03-23,1763499,GM Financial Automobile Leasing Trust 2019-1,10-K,2021-03-23,0001213900-21-017164,
2021-03-15,1763501,JPMCC Commercial Mortgage Securities Trust 2019-COR4,10-K,2021-03-15,0001056404-21-002689,
2021-03-16,1763502,CSAIL 2019-C15 Commercial Mortgage Trust,10-K,2021-03-16,0001056404-21-002750,
2021-03-30,1763660,SEATech Ventures Corp.,10-K,2021-03-30,0001493152-21-007153,seav
2021-03-25,1763731,Replay Acquisition Corp.,10-K,2021-03-25,0001104659-21-041129,
2021-03-26,1763799,Ally Auto Receivables Trust 2019-1,10-K,2021-03-26,0001763799-21-000020,
2021-03-10,1763950,Lantern Pharma Inc.,10-K,2021-03-10,0001213900-21-014576,ltrn
2021-03-30,1763960,Mercedes-Benz Auto Lease Trust 2019-A,10-K,2021-03-30,0000894189-21-001890,
2021-02-26,1764046,CLARIVATE Plc,10-K,2021-02-26,0001764046-21-000022,clvt-pa
2021-03-30,1764301,SC Health Corp,10-K,2021-03-30,0001140361-21-010803,scpe-wt
2021-03-31,1764759,BENCHMARK 2019-B9 MORTGAGE TRUST,10-K,2021-03-31,0001564590-21-016833,
2021-03-19,1764925,"Slack Technologies, Inc.",10-K,2021-03-19,0001764925-21-000050,work
2021-02-16,1765048,"Charmt, Inc.",10-K,2021-02-16,0001765048-21-000003,chmt
2021-03-23,1765880,AmeriCredit Automobile Receivables Trust 2019-1,10-K,2021-03-23,0001213900-21-017179,
2021-03-31,1765910,Santander Drive Auto Receivables Trust 2019-1,10-K,2021-03-31,0001193125-21-101189,
2021-03-26,1766004,Capital One Prime Auto Receivables Trust 2019-1,10-K,2021-03-26,0001766004-21-000012,
2021-03-12,1766037,"NMF SLF I, Inc.",10-K,2021-03-12,0001766037-21-000003,
2021-03-26,1766101,World Omni Automobile Lease Securitization Trust 2019-A,10-K,2021-03-26,0001104659-21-042271,
2021-01-08,1766352,"Carrier EQ, LLC",10-K,2021-01-08,0001553350-21-000027,
2021-03-24,1766367,Benchmark 2019-B10 Mortgage Trust,10-K,2021-03-24,0001056404-21-003057,
2021-03-05,1766368,"Mayville Engineering Company, Inc.",10-K,2021-03-05,0001564590-21-011139,mec
2021-02-24,1766400,"Pennant Group, Inc.",10-K,2021-02-24,0001766400-21-000037,pntg
2021-03-30,1766502,"Chewy, Inc.",10-K,2021-03-30,0001766502-21-000008,chwy
2021-03-31,1766526,"Tectonic Financial, Inc.",10-K,2021-03-31,0001185185-21-000432,tectp
2021-03-30,1766660,Morgan Stanley Capital I Trust 2019-L2,10-K,2021-03-30,0001056404-21-003593,
2021-03-24,1766981,Ford Credit Auto Lease Trust 2019-A,10-K,2021-03-24,0001766981-21-000017,
2021-03-11,1767258,"XPEL, Inc.",10-K,2021-03-11,0001767258-21-000014,xpel
2021-01-22,1767345,John Deere Owner Trust 2019,10-K,2021-01-22,0001104659-21-006483,
2021-03-30,1767530,Verizon Owner Trust 2019-A,10-K,2021-03-30,0000929638-21-000531,
2021-03-31,1767837,"Richmond Mutual Bancorporation, Inc.",10-K,2021-03-31,0001767837-21-000004,rmbi
2021-03-31,1768012,"Golden Nugget Online Gaming, Inc.",10-K,2021-03-31,0001104659-21-044733,gnog
2021-03-01,1768224,Arcturus Therapeutics Holdings Inc.,10-K,2021-03-01,0001564590-21-009872,arct
2021-03-31,1768910,Greencity Acquisition Corp,10-K,2021-03-31,0001104659-21-044613,grcyw
2021-03-23,1769174,GM Financial Consumer Automobile Receivables Trust 2019-2,10-K,2021-03-23,0001213900-21-017157,
2021-03-26,1769267,First Seacoast Bancorp,10-K,2021-03-26,0001564590-21-015669,fsea
2021-02-24,1769318,"Thunder Bridge Acquisition II, LTD",10-K,2021-02-24,0001213900-21-011177,thbrw
2021-03-11,1769322,UBS Commercial Mortgage Trust 2019-C16,10-K,2021-03-11,0001056404-21-002450,
2021-03-31,1769324,Drive Auto Receivables Trust 2019-2,10-K,2021-03-31,0001193125-21-101176,
2021-03-29,1769328,BMW Vehicle Lease Trust 2019-1,10-K,2021-03-29,0000929638-21-000512,
2021-03-30,1769465,Volkswagen Auto Lease Trust 2019-A,10-K,2021-03-30,0001193125-21-098957,
2021-03-12,1769617,"HarborOne Bancorp, Inc.",10-K,2021-03-12,0001558370-21-002859,hone
2021-03-26,1769624,AGBA Acquisition Ltd,10-K,2021-03-26,0001213900-21-018015,agbaw
2021-03-25,1769725,"Eureka Homestead Bancorp, Inc.",10-K,2021-03-25,0001558370-21-003488,erkh
2021-03-31,1769804,"Augmedix, Inc.",10-K,2021-03-31,0001213900-21-018844,augx
2021-03-30,1769961,BANK 2019-BNK17,10-K,2021-03-30,0001056404-21-003459,
2021-03-24,1770121,"Sana Biotechnology, Inc.",10-K,2021-03-24,0001193125-21-092650,sana
2021-03-22,1770147,Ford Credit Auto Owner Trust 2019-A,10-K,2021-03-22,0001770147-21-000015,
2021-02-25,1770450,Xerox Holdings Corp,10-K,2021-02-25,0001770450-21-000013,xrx
2021-02-25,1770561,Coronado Global Resources Inc.,10-K,2021-02-25,0001562762-21-000061,codql
2021-03-12,1770572,Wells Fargo Commercial Mortgage Trust 2019-C50,10-K,2021-03-12,0001056404-21-002529,
2021-02-26,1770787,"10x Genomics, Inc.",10-K,2021-02-26,0001770787-21-000009,txg
2021-03-25,1771200,CF 2019-CF1 Mortgage Trust,10-K,2021-03-25,0001564590-21-015201,
2021-03-16,1771225,Hyundai Auto Receivables Trust 2019-A,10-K,2021-03-16,0001104659-21-037027,
2021-03-29,1771501,GS Mortgage Securities Trust 2019-GC39,10-K,2021-03-29,0001056404-21-003319,
2021-03-02,1771515,Grocery Outlet Holding Corp.,10-K,2021-03-02,0001771515-21-000009,go
2021-03-31,1771706,"Vireo Health International, Inc.",10-K,2021-03-31,0001104659-21-044840,vreof
2021-03-23,1771786,GM Financial Automobile Leasing Trust 2019-2,10-K,2021-03-23,0001213900-21-017165,
2021-02-25,1771917,"Karuna Therapeutics, Inc.",10-K,2021-02-25,0001564590-21-008416,krtx
2021-03-29,1772028,Scopus BioPharma Inc.,10-K,2021-03-29,0001104659-21-043355,scps
2021-03-17,1772527,BBCMS Mortgage Trust 2019-C3,10-K,2021-03-17,0001056404-21-002852,
2021-03-26,1772608,Fifth Third Auto Trust 2019-1,10-K,2021-03-26,0001193125-21-096279,
2021-02-25,1772695,Sunnova Energy International Inc.,10-K,2021-02-25,0001772695-21-000022,nova
2021-02-25,1772704,Goldman Sachs Private Middle Market Credit II LLC,10-K,2021-02-25,0001564590-21-008954,
2021-03-31,1772720,XL Fleet Corp.,10-K,2021-03-31,0001213900-21-019311,xl
2021-02-26,1772757,DraftKings Inc.,10-K,2021-02-26,0001104659-21-028617,dkng
2021-03-26,1772793,World Omni Auto Receivables Trust 2019-B,10-K,2021-03-26,0001104659-21-042333,
2021-03-26,1773056,CNH Equipment Trust 2019-B,10-K,2021-03-26,0001104659-21-042021,
2021-03-19,1773087,Tuscan Holdings Corp. II,10-K,2021-03-19,0001213900-21-016560,thcaw
2021-03-31,1773339,Morgan Stanley Capital I Trust 2019-H6,10-K,2021-03-31,0001056404-21-003638,
2021-03-24,1773407,Toyota Auto Receivables 2019-B Owner Trust,10-K,2021-03-24,0000929638-21-000491,
2021-02-25,1773427,"SpringWorks Therapeutics, Inc.",10-K,2021-02-25,0001558370-21-001708,swtx
2021-03-22,1773751,"Hims & Hers Health, Inc.",10-K,2021-03-22,0001193125-21-089657,hims-wt
2021-03-24,1774155,BTRS Holdings Inc.,10-K,2021-03-24,0001140361-21-009706,btrsw
2021-03-22,1774170,"PowerFleet, Inc.",10-K,2021-03-22,0001493152-21-006467,pwfl
2021-03-23,1774379,AmeriCredit Automobile Receivables Trust 2019-2,10-K,2021-03-23,0001213900-21-017180,
2021-03-31,1774409,Santander Drive Auto Receivables Trust 2019-2,10-K,2021-03-31,0001193125-21-101209,
2021-03-15,1774675,Churchill Capital Corp II,10-K,2021-03-15,0001104659-21-035775,ccx-wt
2021-03-15,1774801,JPMCC Commercial Mortgage Securities Trust 2019-COR5,10-K,2021-03-15,0001056404-21-002683,
2021-03-17,1774962,BANK 2019-BNK18,10-K,2021-03-17,0001056404-21-002836,
2021-03-26,1775098,AEP Texas Restoration Funding LLC,10-K,2021-03-26,0001775098-21-000005,
2021-03-12,1775625,"SmileDirectClub, Inc.",10-K,2021-03-12,0001775625-21-000025,sdc
2021-03-24,1775756,Benchmark 2019-B11 Mortgage Trust,10-K,2021-03-24,0001056404-21-003059,
2021-03-16,1776086,CSAIL 2019-C16 Commercial Mortgage Trust,10-K,2021-03-16,0001056404-21-002738,
2021-03-26,1776294,Ally Auto Receivables Trust 2019-2,10-K,2021-03-26,0001776294-21-000021,
2021-03-16,1776661,Advantage Solutions Inc.,10-K,2021-03-16,0001193125-21-082812,advww
2021-03-19,1776721,Wells Fargo Commercial Mortgage Trust 2019-C51,10-K,2021-03-19,0001056404-21-002947,
2021-03-31,1776909,CuriosityStream Inc.,10-K,2021-03-31,0001213900-21-018943,curiw
2021-03-31,1777319,CERBERUS CYBER SENTINEL CORP,10-K,2021-03-31,0001493152-21-007433,ciso
2021-03-30,1777370,Verizon Owner Trust 2019-B,10-K,2021-03-30,0000929638-21-000529,
2021-02-10,1777393,Switchback Energy Acquisition Corp,10-K,2021-02-10,0001213900-21-008053,chpt-wt
2021-03-31,1777665,Drive Auto Receivables Trust 2019-3,10-K,2021-03-31,0001193125-21-101180,
2021-03-15,1777835,FinTech Acquisition Corp. IV,10-K,2021-03-15,0001213900-21-015417,ftivw
2021-03-09,1777921,Apex Technology Acquisition Corp,10-K,2021-03-09,0001213900-21-014139,apxtw
2021-03-04,1777946,LGL Systems Acquisition Corp.,10-K,2021-03-04,0001213900-21-013274,dfns-wt
2021-03-18,1778232,GS Mortgage Securities Trust 2019-GC40,10-K,2021-03-18,0001056404-21-002886,
2021-03-31,1778749,Morgan Stanley Capital I Trust 2019-H7,10-K,2021-03-31,0001056404-21-003615,
2021-03-25,1778781,Harley-Davidson Motorcycle Trust 2019-A,10-K,2021-03-25,0001628280-21-005581,
2021-03-26,1778784,"Provident Bancorp, Inc. /MD/",10-K,2021-03-26,0001778784-21-000012,pvbc
2021-03-30,1779020,"Danimer Scientific, Inc.",10-K,2021-03-30,0001213900-21-018433,dnmr-wt
2021-03-23,1779033,GM Financial Consumer Automobile Receivables Trust 2019-3,10-K,2021-03-23,0001213900-21-017158,
2021-03-10,1779128,Experience Investment Corp.,10-K,2021-03-10,0001104659-21-034054,bldew
2021-03-22,1779201,Ford Credit Auto Owner Trust 2019-B,10-K,2021-03-22,0001779201-21-000015,
2021-03-09,1779474,Silver Spike Acquisition Corp.,10-K,2021-03-09,0001140361-21-007696,mapsw
2021-03-31,1779523,"Muzinich BDC, Inc.",10-K,2021-03-31,0001213900-21-019122,
2021-02-25,17797,"DUKE ENERGY PROGRESS, LLC.",10-K,2021-02-25,0001326160-21-000063,
2021-02-16,1780097,"Baudax Bio, Inc.",10-K,2021-02-16,0001564590-21-005901,bxrx
2021-03-18,1780131,BBCMS Mortgage Trust 2019-C4,10-K,2021-03-18,0001056404-21-002925,
